businessName,businessStartDate,businessClass,latitude,longitude,recency
KOOKIE'S KAFE,7/1/15,"2 - Auto, Restaurant, Retail",35.07192875,-85.25028601,0.899847212
MYONNA PLACE,2/17/14,"2 - Auto, Restaurant, Retail",35.07192875,-85.25028601,0.861726509
HOMEBOY'S PIZZA PLUS,3/1/13,"1 - Gas, Grocery, Building Materials",35.07192875,-85.25028601,0.834759358
HOME BOY'S PIZZA,3/1/12,"2 - Auto, Restaurant, Retail",35.07192875,-85.25028601,0.806875477
MCWILLIAMS SERVICES,3/19/15,4 - Contractor,35.0719531,-85.23203998,0.891902215
"YOGA STAGE, LLC",7/20/11,"3 - Service, Misc",35.07196201,-85.28861139,0.789686784
DYNAMIC DISPLAYS & GRAPHICS,1/2/09,"3 - Service, Misc",35.07199278,-85.3087653,0.718716578
THE RUSTIC HOUSE,8/2/11,"2 - Auto, Restaurant, Retail",35.07200155,-85.29440622,0.790679908
R AND B CAR WASH SERVICES,2/1/16,"3 - Service, Misc",35.07201592,-85.25023776,0.916271963
THE CAR WASH,8/30/93,"3 - Service, Misc",35.07201592,-85.25023776,0.290603514
4 SEASON'S LANDSCAPING,10/31/14,4 - Contractor,35.07203282,-85.23137096,0.881283422
GREEN DOOR TRADING,5/1/12,"2 - Auto, Restaurant, Retail",35.07204448,-85.30908508,0.811535523
CAMPAIGN TREASURER LLC,12/14/12,"3 - Service, Misc",35.07204668,-85.30846029,0.828877005
CHATTANOOGA BREWING COMPANY LLC,5/15/10,"1 - Gas, Grocery, Building Materials",35.07204668,-85.30846029,0.756760886
ENGAGENCY LLC,12/15/06,"3 - Service, Misc",35.07204668,-85.30846029,0.661497326
TENNESSEE SOLAR SOLUTIONS LLC,1/1/16,4 - Contractor,35.07205426,-85.31847138,0.913903743
"CHATTANOOGA DETAIL, LLC",10/1/13,"3 - Service, Misc",35.07205426,-85.31847138,0.851107716
HENRY LOUIS CLOTHING CO,9/2/10,"2 - Auto, Restaurant, Retail",35.07210689,-85.23081264,0.765164248
"CHRIS PATY CONSTRUCTION, LLC",11/1/16,4 - Contractor,35.07210842,-85.30167256,0.937203972
TOP OF THE LINE CARPET CLEANING,8/16/05,"3 - Service, Misc",35.07212149,-85.30998486,0.624369748
SORRELLE CONSTRUCTIION,7/1/07,4 - Contractor,35.07213178,-85.30535995,0.676623377
STUDIO 6,2/1/14,"2 - Auto, Restaurant, Retail",35.07213312,-85.31145234,0.860504202
THE HOME TEAM,3/1/11,"3 - Service, Misc",35.07214408,-85.30820436,0.778915202
I CON AIR & MECHANICAL SERVICES,4/24/11,"3 - Service, Misc",35.07216779,-85.20023151,0.783040489
ICON AIR & MECHANICAL SERVICES,11/1/10,4 - Contractor,35.07216779,-85.20023151,0.769747899
ICON AIR & MECHANICAL SERVICES,11/1/10,4 - Contractor,35.07216779,-85.20023151,0.769747899
HARRELL'S INC,11/30/18,"1 - Gas, Grocery, Building Materials",35.07217539,-85.26496723,0.995187166
POLLY CLAIRE'S,8/1/16,"2 - Auto, Restaurant, Retail",35.07218527,-85.18328712,0.930175707
WEDDING CHAPEL OF CHATTANOOGA (THE),11/8/94,"3 - Service, Misc",35.07218527,-85.18328712,0.323834989
UNLIMITED WIRELESS OF OHIO LLC,8/2/17,"2 - Auto, Restaurant, Retail",35.07218907,-85.25038176,0.958135982
BOOST MOBILE BY JONES CELLULAR #1,7/21/15,"2 - Auto, Restaurant, Retail",35.07218907,-85.25038176,0.901375095
423 CUTS,4/25/11,"3 - Service, Misc",35.07218907,-85.25038176,0.783116883
ECO EXCHANGE,1/1/18,"1 - Gas, Grocery, Building Materials",35.07221378,-85.30404274,0.969747899
TCPU INC.,1/1/19,"1 - Gas, Grocery, Building Materials",35.07224362,-85.19582195,0.99763178
PHILLIPS 66 COMPANY,4/1/18,"1 - Gas, Grocery, Building Materials",35.07224362,-85.19582195,0.976623377
LION OIL COMPANY,4/1/14,"1 - Gas, Grocery, Building Materials",35.07224362,-85.19582195,0.865011459
MOTIVA ENTERPRISES LLC,6/1/13,"1 - Gas, Grocery, Building Materials",35.07224362,-85.19582195,0.841787624
HENDERSON OIL COMPANY INC,7/1/11,"1 - Gas, Grocery, Building Materials",35.07224362,-85.19582195,0.788235294
KINDER MORGAN SOUTHEAST TERMINALS LLC,10/8/10,"3 - Service, Misc",35.07224362,-85.19582195,0.767914439
EXXONMOBIL OIL CORPORATION,1/1/07,"1 - Gas, Grocery, Building Materials",35.07224362,-85.19582195,0.662796028
INNER SPRINT ACUPUNTURE AND WELLNESS,6/12/18,"3 - Service, Misc, Short Term Rental",35.07226955,-85.29175534,0.982123759
THREE FANGA KUTZ AND STYLES,3/20/16,"3 - Service, Misc",35.07226977,-85.25028109,0.919938885
A BONDS PRODUCTIONS,11/29/16,"3 - Service, Misc",35.07227966,-85.30999465,0.93934301
NUMOTION,9/22/14,"2 - Auto, Restaurant, Retail",35.07229787,-85.18873655,0.878304049
"SCENIC CITY MEDICAL EQUIPMENT CO, LLC",11/1/13,"2 - Auto, Restaurant, Retail",35.07229787,-85.18873655,0.853475936
LUMBER ENTERPRISES OF TENNESSEE,10/1/11,"3 - Service, Misc",35.07229787,-85.18873655,0.79526356
SECURITY BY DESIGN INC,2/3/10,4 - Contractor,35.07229787,-85.18873655,0.749045073
SHERWIN WILLIAMS AUTOMOTIVE FINISHES CORP # 9229,6/1/03,"1 - Gas, Grocery, Building Materials",35.07229787,-85.18873655,0.562719633
CRUNK COPY PRODCUTS LLC,12/18/98,"2 - Auto, Restaurant, Retail",35.07229787,-85.18873655,0.438502674
FIRST SOURCE LLC,8/1/13,"2 - Auto, Restaurant, Retail",35.07230886,-85.25885397,0.84644767
BRICK COMMANDERS LLC,1/1/15,4 - Contractor,35.07231682,-85.16461801,0.886019862
DEBRA'S PURPOSE  HAIR SALON,7/31/17,"3 - Service, Misc",35.0723224,-85.25023134,0.957983193
LOIS'S LOUNGE & RESTAURANT,5/5/88,"2 - Auto, Restaurant, Retail",35.0723224,-85.25023134,0.142169595
QUEEN OF CLEAN CLEANING,3/19/18,"3 - Service, Misc, Short Term Rental",35.07232404,-85.21134954,0.975630252
BILL AND ELIZABETH RITTER,9/1/18,"3 - Service, Misc, Short Term Rental",35.07232702,-85.29681018,0.988311688
WILLIAMS PAINTING COMPANY LLC,10/8/07,4 - Contractor,35.07233135,-85.26136496,0.684186402
"WATERS-HOLLAND, LLC",12/20/12,4 - Contractor,35.07233527,-85.29575045,0.829335371
BACON ENTERPRISES INC DBA FAST SIGNS,7/1/94,"3 - Service, Misc",35.07234522,-85.19696436,0.313903743
OFFICE FURNITURE WAREHOUSE LLC,8/8/11,"2 - Auto, Restaurant, Retail",35.07234654,-85.25391825,0.791138273
KANGAROO EXPRESS #3527,10/16/03,"1 - Gas, Grocery, Building Materials",35.07235295,-85.26910191,0.573185638
JSB HOLDINGS & CONSULTING,9/18/17,"3 - Service, Misc",35.07237305,-85.16242212,0.961726509
NORTH SHORE PHOTOGRAPHY,1/1/13,"3 - Service, Misc",35.07237913,-85.30764354,0.830252101
CHOO CHOO BAR-B-QUE,10/3/11,"2 - Auto, Restaurant, Retail",35.07237979,-85.26748369,0.795416348
CHOO CHOO BBQ,9/8/03,"2 - Auto, Restaurant, Retail",35.07237979,-85.26748369,0.570282659
CRESWELL INDUSTRIAL SUPPLY INC,6/7/84,"2 - Auto, Restaurant, Retail",35.07237979,-85.26748369,0.033078686
J.A.W SERVICES,5/1/97,"3 - Service, Misc",35.0723858,-85.23066132,0.392971734
JOHNSON'S LAWN SERVICE,6/9/17,"3 - Service, Misc",35.07239802,-85.29188687,0.954010695
ZARZOUR'S EATS & JACKIE'S TREATS,9/1/10,"2 - Auto, Restaurant, Retail",35.07242336,-85.30836218,0.765087853
GC HEATING AND AIR CONDITIONING,6/16/17,"3 - Service, Misc",35.0724304,-85.29073682,0.954545455
NIKKI'S DRIVE IN,2/17/86,"2 - Auto, Restaurant, Retail",35.07243235,-85.31868868,0.080443086
DEVICE-MEDIC INC,9/24/16,"3 - Service, Misc",35.07243926,-85.30134909,0.934300993
ADVANCED AUTO TRANSFORMERS,7/9/13,"2 - Auto, Restaurant, Retail",35.07248236,-85.1689984,0.844690604
"HIGH POINT CLIMBING, LLC",8/1/15,"3 - Service, Misc",35.07248845,-85.26529403,0.902215432
URBAN ROCKS GYM LLC,12/15/08,"3 - Service, Misc",35.07248845,-85.26529403,0.717341482
J. QUINTON MANSELL,9/26/17,5 - Short Term Rental,35.07251053,-85.29874909,0.962337662
WILLIAM HILLIS,4/30/15,4 - Contractor,35.0725308,-85.32439632,0.895110772
MOUNTAIN BRANCH,9/28/17,"3 - Service, Misc",35.07253517,-85.31220929,0.962490451
CONCRETE XPRESSIONS,10/1/13,"3 - Service, Misc",35.07253517,-85.31220929,0.851107716
IVEY HAND CRAFTED,1/1/10,"3 - Service, Misc",35.07253676,-85.29912006,0.746524064
DRESSLER SERVICES GMBH,2/16/10,4 - Contractor,35.07255331,-85.18711577,0.750038197
M & A SUPPLY CO INC,4/14/02,"2 - Auto, Restaurant, Retail",35.07256188,-85.19165626,0.531168831
BIG GEORGE'S TIRES,3/1/17,"2 - Auto, Restaurant, Retail",35.07256743,-85.25048647,0.946371276
GENTLE GIANT PHOTOGRAPHY LLC,3/14/13,"3 - Service, Misc",35.07257567,-85.30374272,0.835752483
JACKSON'S TOWING LLC,1/1/99,"3 - Service, Misc",35.07257703,-85.26107492,0.439572193
OEM PRODUCTS & TECH SERVICES,12/1/86,"2 - Auto, Restaurant, Retail",35.07262363,-85.32974764,0.10236822
WINDOW WORLD OF CHATT INC,1/1/05,"1 - Gas, Grocery, Building Materials",35.0726528,-85.1966857,0.607028266
TRINITY ENVIROMENTAL FINANCIAL SERVICE,7/14/10,"3 - Service, Misc",35.07265903,-85.24954316,0.761344538
SHEWON HAIR COMPANY,6/19/18,"3 - Service, Misc, Short Term Rental",35.07270033,-85.24244569,0.982658518
PARKER LANDSCAPING & REMOVAL,10/1/11,4 - Contractor,35.07270033,-85.24244569,0.79526356
URBAN FLAIR PROGRESSIVE &/ UNLIMTED ENTERPRISE,4/30/10,"3 - Service, Misc",35.07270033,-85.24244569,0.755614973
"HILL CITY CONSTRUCTION, LLC",5/15/13,4 - Contractor,35.072717,-85.29558529,0.840488923
"TAMKO 4, INC.",6/1/15,"3 - Service, Misc",35.0727247,-85.19000277,0.897555386
"RICOH USA, INC",10/1/11,"2 - Auto, Restaurant, Retail",35.0727247,-85.19000277,0.79526356
EMPLOYEE STAFF LLC,1/1/10,"3 - Service, Misc",35.0727247,-85.19000277,0.746524064
SODEXO AT HUMANA ENTERPRISE PARK,6/22/09,"2 - Auto, Restaurant, Retail",35.0727247,-85.19000277,0.731779985
STAFFING SOLUTIONS,2/5/96,"3 - Service, Misc",35.0727247,-85.19000277,0.358517953
COMPREHENSIVE COMPLIANCE,8/21/95,"3 - Service, Misc",35.0727247,-85.19000277,0.345683728
PHILLIPS DEVELOPMENT INC,9/1/04,4 - Contractor,35.07272548,-85.30584257,0.597708174
CIRCLE K 2803645,5/25/17,"1 - Gas, Grocery, Building Materials",35.07272956,-85.26827281,0.952864782
CIRCLE K,9/14/15,"1 - Gas, Grocery, Building Materials",35.07272956,-85.26827281,0.905576776
CIRCLE K,9/14/15,"1 - Gas, Grocery, Building Materials",35.07272956,-85.26827281,0.905576776
ROGER BRIAN BAILEY,11/19/10,4 - Contractor,35.07276755,-85.28767767,0.771122995
XLNT CO,2/1/17,4 - Contractor,35.07279104,-85.10138148,0.944232238
LA CASITA,9/12/17,5 - Short Term Rental,35.07280732,-85.29685056,0.961268144
HAWKINS WRECKER SERVICE,2/23/12,"3 - Service, Misc",35.07280912,-85.26668014,0.806340718
PRESTIGE TREE SERVICE,3/8/11,4 - Contractor,35.0728097,-85.32427633,0.779449962
J A KING & CO INC,8/1/06,"3 - Service, Misc",35.07282406,-85.18510224,0.651107716
SIEMENS INDUSTRY INC,1/1/00,4 - Contractor,35.07282406,-85.18510224,0.467456073
RIVERCITY PROPERTY MANAGEMENT,1/1/17,"3 - Service, Misc",35.07282724,-85.30411292,0.941864018
TURBO TECH,10/29/08,"2 - Auto, Restaurant, Retail",35.072843,-85.30750283,0.713750955
PERFORMANCE SOLUTIONS,8/1/13,"3 - Service, Misc",35.07284922,-85.17568009,0.84644767
S AND S TILE CO,1/11/13,4 - Contractor,35.07286123,-85.31041613,0.831016043
HOLSTON GASES INC,1/26/09,"1 - Gas, Grocery, Building Materials",35.07287363,-85.26596845,0.720550038
PAWN-A-RAMA JEWELRY & SALES,1/1/14,"3 - Service, Misc",35.07288381,-85.25007773,0.858135982
PAWN-A-RAMA JEWELRY & SALES,6/1/86,"3 - Service, Misc",35.07288381,-85.25007773,0.088388083
HARRY'S 24,5/1/15,"1 - Gas, Grocery, Building Materials",35.07290224,-85.16229079,0.895187166
ELITE EVENTS AND TRAVEL,2/12/18,"3 - Service, Misc, Short Term Rental",35.07293806,-85.16880323,0.972956455
DWIGHT A WEAVER,5/29/14,4 - Contractor,35.07293887,-85.30994106,0.869442322
CIRCLE K 2803647,5/25/17,"1 - Gas, Grocery, Building Materials",35.07294788,-85.30543608,0.952864782
CIRCLE K,9/14/15,"1 - Gas, Grocery, Building Materials",35.07294788,-85.30543608,0.905576776
REDBOX AUTOMATED RETAIL LLC,8/26/11,"2 - Auto, Restaurant, Retail",35.07294788,-85.30543608,0.792513369
KANGAROO EXPRESS #3544,10/16/03,"1 - Gas, Grocery, Building Materials",35.07294788,-85.30543608,0.573185638
FORDS TRANSPORTATION,8/17/18,"3 - Service, Misc, Short Term Rental",35.07295039,-85.26215713,0.987165775
FORD WRECKER SERVICE,9/3/97,"3 - Service, Misc",35.07295039,-85.26215713,0.402521008
MICHAEL HAIR CARE,6/30/92,"3 - Service, Misc",35.07296629,-85.25024083,0.258059587
AMERICAN ENGINEERING CONSULTANTS INC,4/1/16,"3 - Service, Misc",35.0729748,-85.18645031,0.920855615
TOTAL IMAGE WINDOW TINTING,7/1/15,"3 - Service, Misc",35.0729748,-85.18645031,0.899847212
SDP PROCUREMENT OF TN INC,4/1/15,"3 - Service, Misc",35.0729748,-85.18645031,0.89289534
UNIQUE GIFTS & DESIGNS,9/13/10,"3 - Service, Misc",35.0729748,-85.18645031,0.766004584
SECURITAS SECURITY SERVICES USA INC,7/1/03,"3 - Service, Misc",35.0729748,-85.18645031,0.565011459
EASTERN RIVERS INC,4/1/00,"1 - Gas, Grocery, Building Materials",35.0729748,-85.18645031,0.474407945
INTEGRATED NETWORKING TECHNOL,12/15/97,4 - Contractor,35.0729748,-85.18645031,0.41038961
TRI-STATE GOVERNMENT SERVICES,6/25/93,"3 - Service, Misc",35.0729748,-85.18645031,0.285561497
"BATEMAN COMMUNITY LIVING, LLC (#A7014)",9/1/18,"2 - Auto, Restaurant, Retail",35.07297559,-85.20062429,0.988311688
SEQUOYAH LAWN EQUIPMENT CO LLC,4/1/06,"2 - Auto, Restaurant, Retail",35.07297559,-85.20062429,0.641787624
COMPASS ONE LLC #13016,1/1/04,"2 - Auto, Restaurant, Retail",35.07297559,-85.20062429,0.579067991
DOLLAR GENERAL STORE #13137,1/29/12,"2 - Auto, Restaurant, Retail",35.07301539,-85.24972548,0.804430863
BODEY CONTRACTING,1/10/07,4 - Contractor,35.07302612,-85.3243882,0.663483575
LANEWOOD STUDIO,1/26/16,"3 - Service, Misc",35.07307635,-85.29520672,0.915813598
CHATTANOOGA METRO  WRECKER SERVICE,1/1/14,"3 - Service, Misc",35.07308017,-85.26680414,0.858135982
ALLIED CIVIL CONTRACTORS LLC,6/1/10,4 - Contractor,35.07308017,-85.26680414,0.758059587
JOHN FOOD MART,11/17/16,"2 - Auto, Restaurant, Retail",35.0730958,-85.23822544,0.93842628
CITGO FOOD MART,12/1/15,"1 - Gas, Grocery, Building Materials",35.0730958,-85.23822544,0.911535523
QUANTUM AUTOMOTIVE,9/1/11,"3 - Service, Misc",35.0730958,-85.23822544,0.792971734
SNIDER TIRE INC.,3/1/17,"2 - Auto, Restaurant, Retail",35.07310443,-85.18777319,0.946371276
METRO FLOORING GROUP LLC,9/1/11,4 - Contractor,35.07310443,-85.18777319,0.792971734
KNIGHTS OF COLUMBUS,4/20/89,"2 - Auto, Restaurant, Retail",35.07311238,-85.30522605,0.168907563
RELIABLE TOWING,6/24/08,"3 - Service, Misc",35.07311395,-85.26432821,0.704048892
HOMEWORKS CONSTRUCTION LLC,3/15/12,4 - Contractor,35.07314492,-85.29030465,0.807944996
HOMEWORKS CONSTRUCTION,5/5/10,4 - Contractor,35.07314492,-85.29030465,0.755996944
EASTMAN CONSTRUCTION CO,2/1/85,4 - Contractor,35.07316136,-85.26089948,0.051336898
TR-STATE DRILLING LLC,5/1/96,4 - Contractor,35.07316705,-85.17750797,0.365087853
UNITED PUMP & CONTROLS INC,5/1/84,"2 - Auto, Restaurant, Retail",35.07317342,-85.26706962,0.030252101
BABY JAY'S BBQ & CATERING,5/15/17,"2 - Auto, Restaurant, Retail",35.07317754,-85.23462389,0.95210084
ARJOHUNTLEIGH INC,4/1/13,"2 - Auto, Restaurant, Retail",35.07318255,-85.1889005,0.837127578
ARJO HUNTLEIGH INC,11/9/12,"2 - Auto, Restaurant, Retail",35.07318255,-85.1889005,0.826203209
"KCI USA, INC",1/1/00,"2 - Auto, Restaurant, Retail",35.07318255,-85.1889005,0.467456073
"KCI USA, INC",1/1/00,"2 - Auto, Restaurant, Retail",35.07318255,-85.1889005,0.467456073
GOOD VIBES VACATION COTTAGES CHATTANOOGA,10/11/18,"3 - Service, Misc, Short Term Rental",35.07318842,-85.29623611,0.991367456
Blue Boy Automotive Two,6/1/16,"3 - Service, Misc",35.07319949,-85.23737861,0.925515661
BLUEBOY AUTOMOTIVE TWO LLC,1/1/16,"3 - Service, Misc",35.07319949,-85.23737861,0.913903743
A.D'S AUTO CENTER,5/20/96,"3 - Service, Misc",35.07319949,-85.23737861,0.366539343
STEAM & CONTROL SYSTEMS INC,3/1/93,"2 - Auto, Restaurant, Retail",35.07321755,-85.25971648,0.276699771
EASTMAN CONSTRUCTION CO. LLC,6/1/12,4 - Contractor,35.073258,-85.26079241,0.813903743
MCCRARY FLOOR TECH,8/15/05,"3 - Service, Misc",35.07327203,-85.16619486,0.624293354
"WONDERPRESS, LLC",3/1/04,"3 - Service, Misc",35.07329335,-85.30821508,0.583651642
BACALHEAD MANOR,10/1/17,"3 - Service, Misc, Short Term Rental",35.07330848,-85.292736,0.962719633
"CHATTANOOGA SWALLOWING SERVICES, LLC",2/2/15,"3 - Service, Misc",35.07330848,-85.292736,0.888464477
DRESSLER AUTOMATION CORP,1/1/18,4 - Contractor,35.07331957,-85.18505909,0.969747899
APPAREL EMBROIDERY,11/2/11,"3 - Service, Misc",35.07331957,-85.18505909,0.797708174
MOSAIC IMAGING GROUP LLC,7/1/11,"3 - Service, Misc",35.07331957,-85.18505909,0.788235294
"CONSTRUCTION AIR, LLC",6/26/07,"2 - Auto, Restaurant, Retail",35.07331957,-85.18505909,0.676241406
SPIO LLC,5/4/07,"2 - Auto, Restaurant, Retail",35.07331957,-85.18505909,0.672192513
CEVO GROUP LLC,5/4/07,"2 - Auto, Restaurant, Retail",35.07331957,-85.18505909,0.672192513
FINANCIAL GUARDIAN GROUP LLC,4/17/07,"3 - Service, Misc",35.07331957,-85.18505909,0.670893812
BUILDERS SYSTEMS TECHNOLOGY INC,2/13/06,4 - Contractor,35.07331957,-85.18505909,0.638197097
CHATTANOOGA SPORTS & GRAPHICS,1/2/92,"3 - Service, Misc",35.07331957,-85.18505909,0.244308633
SEXTON CONSTRUCTION CORP,1/15/87,4 - Contractor,35.07331957,-85.18505909,0.105805959
FICOM GROUP INC,7/1/12,4 - Contractor,35.07333433,-85.19324225,0.816195569
MONTARA NORTH AMERICA CORPORATION,3/25/11,"2 - Auto, Restaurant, Retail",35.07333433,-85.19324225,0.780748663
VIEBAHN NORTH AMERICA LP,1/19/11,"3 - Service, Misc",35.07333433,-85.19324225,0.77578304
U CALL I HAUL,3/31/12,"3 - Service, Misc",35.07333947,-85.24819344,0.809167303
CASEY POWELL,1/1/12,4 - Contractor,35.07334347,-85.28827552,0.802291826
PEACHTREE WOODWORKS,1/1/12,4 - Contractor,35.07334347,-85.28827552,0.802291826
NIMAK BRAEUER NORTH AMERICA INC,7/1/10,"3 - Service, Misc",35.07334844,-85.30137508,0.760351413
CARNITAS CARMELITA,1/6/12,"2 - Auto, Restaurant, Retail",35.07337471,-85.26801436,0.802673797
ULTIMATE PIZZA,10/30/10,"2 - Auto, Restaurant, Retail",35.07337471,-85.26801436,0.769595111
BUDGET RENT A CAR SYSTEM INC,11/23/02,"2 - Auto, Restaurant, Retail",35.07337471,-85.26801436,0.548204736
HEATH'S SERVICE STATION,1/1/86,"1 - Gas, Grocery, Building Materials",35.07337471,-85.26801436,0.076852559
CLEANING EX-CELL,11/21/07,"3 - Service, Misc",35.07340106,-85.29343292,0.687547746
CAMPBELLS ORNAMENTAL IRON WORKS INC,12/18/02,"1 - Gas, Grocery, Building Materials",35.07341231,-85.26010093,0.550114591
KEELING COMPANY,5/1/08,"1 - Gas, Grocery, Building Materials",35.07344597,-85.17671584,0.699923606
PHOTO PUDDING WHERE THE PROOF'S IN THE PUDDING,6/29/15,"3 - Service, Misc",35.0734575,-85.23452185,0.899694423
NORTH SHORE AUTO REPAIR,7/22/02,"3 - Service, Misc",35.07349514,-85.30519622,0.538731856
SMACKERNASTY RECORDS,4/13/10,"2 - Auto, Restaurant, Retail",35.07353306,-85.29353975,0.754316272
"PRUETT COATING, LLC",5/16/18,"3 - Service, Misc, Short Term Rental",35.0735394,-85.25714574,0.980061115
FLOWERS BAKING CO OF VILLA RICA LLC,1/3/00,"1 - Gas, Grocery, Building Materials",35.07360012,-85.17810531,0.467608862
SUNRISE MARKET,9/19/18,"2 - Auto, Restaurant, Retail",35.07360346,-85.16329757,0.989686784
MR. ZIP STORE #539,8/1/12,"1 - Gas, Grocery, Building Materials",35.07360346,-85.16329757,0.818563789
MR ZIP #539,3/17/03,"1 - Gas, Grocery, Building Materials",35.07360346,-85.16329757,0.556913675
DANNY'S AUTO CENTER,4/1/00,"3 - Service, Misc",35.07362138,-85.23852148,0.474407945
B & S TOWING SALVAGE,8/15/91,"3 - Service, Misc",35.07364047,-85.23789145,0.233613445
KINNEY'S AUTOMOTIVE,5/16/91,"2 - Auto, Restaurant, Retail",35.07364047,-85.23789145,0.226661574
ON THE ROAD AND OFF,1/1/16,"2 - Auto, Restaurant, Retail",35.07364817,-85.29176108,0.913903743
POWER EQUIPMENT COMPANY,1/1/03,"2 - Auto, Restaurant, Retail",35.07364869,-85.19026659,0.55118411
W RONDON CONSTRUCTION COMPANY,3/21/11,4 - Contractor,35.073653,-85.18780196,0.780443086
TRI STATE HYDRAULICS INC,1/1/91,"3 - Service, Misc",35.07366439,-85.2611565,0.216348358
DIGITONE GRAPHICS,6/17/91,"3 - Service, Misc",35.07367586,-85.17998156,0.229106188
WEE CARE DIAPER SERVICE,4/20/12,"3 - Service, Misc",35.0737357,-85.30898761,0.810695187
SPARTA DESIGN GROUP,3/9/16,4 - Contractor,35.0737827,-85.32031689,0.919098549
WONDER WORK PROMOTIONS LLC,9/3/15,"2 - Auto, Restaurant, Retail",35.0737827,-85.32031689,0.90473644
MATRIX MEDICAL REVENUE CYCLE SERVICES,2/22/14,"3 - Service, Misc",35.0737827,-85.32031689,0.86210848
PATRICK H GREEN CO DBA RIVER VALLEY ROOFING,9/18/12,4 - Contractor,35.0737827,-85.32031689,0.82223071
"WHARTON-SMITH, INC.",1/1/12,4 - Contractor,35.0737827,-85.32031689,0.802291826
SUBWAY #25008,1/30/02,"2 - Auto, Restaurant, Retail",35.07378429,-85.26778982,0.525515661
COUCHS BBQ,1/1/19,"2 - Auto, Restaurant, Retail",35.07378777,-85.09309689,0.99763178
COUCH'S BARBEQUE,1/1/18,"2 - Auto, Restaurant, Retail",35.07378777,-85.09309689,0.969747899
COUCH'S BARBEQUE,3/31/13,"2 - Auto, Restaurant, Retail",35.07378777,-85.09309689,0.837051184
COUCH'S BARBQUE,3/1/13,"2 - Auto, Restaurant, Retail",35.07378777,-85.09309689,0.834759358
FISCHER BROTHERS LLC,10/1/15,4 - Contractor,35.07380942,-85.26228767,0.906875477
FISCHER LANDSCAPE COMPANY INC,10/1/07,4 - Contractor,35.07380942,-85.26228767,0.683651642
PRECISION COATINGS INC,1/1/89,"3 - Service, Misc",35.07381558,-85.25987015,0.160580596
COYNE TEXTILE SERVICE,3/11/96,"3 - Service, Misc",35.07387798,-85.26168091,0.361191749
JEREMY COY,10/1/13,4 - Contractor,35.07388792,-85.32551417,0.851107716
HAMOUI CONSTRUCTION,5/20/17,4 - Contractor,35.07388837,-85.17270297,0.952482811
WILLIAM BURKHART,3/20/17,4 - Contractor,35.07389102,-85.31780811,0.947822765
BOYCE STATION BOARDING HOUSE,1/1/18,"3 - Service, Misc, Short Term Rental",35.07389802,-85.24890109,0.969747899
NEW SOUTH TOUR COMPANY LLC,2/3/18,"3 - Service, Misc, Short Term Rental",35.0738983,-85.28961075,0.972268908
BELL HEATING AND AIR CONDITIONING,10/17/13,4 - Contractor,35.07390221,-85.1706592,0.852330023
JAY'S BAR AND GRILL,4/20/12,"2 - Auto, Restaurant, Retail",35.0739412,-85.2526838,0.810695187
AJ'S SPORTS BAR AND GRILL,1/1/16,"2 - Auto, Restaurant, Retail",35.07396285,-85.17567519,0.913903743
WALT'S KARAOKE CAFE,5/4/06,"2 - Auto, Restaurant, Retail",35.07396285,-85.17567519,0.644308633
METRO LAWN CARE,3/14/97,"3 - Service, Misc",35.07396909,-85.19241336,0.389304813
MODEMCO INC,1/1/17,"3 - Service, Misc",35.07397045,-85.17419159,0.941864018
MILL RUN AUDIO INC,1/1/07,"3 - Service, Misc",35.07397045,-85.17419159,0.662796028
MARK CONNER HEATHING & AIR,5/28/08,4 - Contractor,35.07402259,-85.32371914,0.701986249
MIDNIGHT MART,10/1/15,"1 - Gas, Grocery, Building Materials",35.0740254,-85.19050501,0.906875477
J & J JOSHUA & JOHN INC,9/7/13,"1 - Gas, Grocery, Building Materials",35.0740254,-85.19050501,0.849274255
IAN'S MARKET #26,11/11/11,"1 - Gas, Grocery, Building Materials",35.0740254,-85.19050501,0.798395722
BONNY OAKS LIQUOR & WINE LLC,7/1/10,"2 - Auto, Restaurant, Retail",35.07403874,-85.18934933,0.760351413
ROBBINS & BOHR LLC,10/1/05,"2 - Auto, Restaurant, Retail",35.07403894,-85.33058912,0.627883881
UNIQUE & PERSONAL STYLES BY NETTA,11/3/04,"3 - Service, Misc",35.0740581,-85.19291496,0.602521008
CHEESE DIP MEXICAN GRILL,11/10/16,"2 - Auto, Restaurant, Retail",35.07406862,-85.17397761,0.93789152
LOS GALLOS MEXICAN RESTAURANT,4/1/15,"2 - Auto, Restaurant, Retail",35.07406862,-85.17397761,0.89289534
LOS GALLOS,3/16/14,"2 - Auto, Restaurant, Retail",35.07406862,-85.17397761,0.863789152
LA CASITA MAX LATINO'S FOOD,8/24/13,"2 - Auto, Restaurant, Retail",35.07406862,-85.17397761,0.848204736
AY CARAMBA,4/1/12,"2 - Auto, Restaurant, Retail",35.07406862,-85.17397761,0.809243697
BIG AL'S SMOKEHOUSE GRILL,8/17/11,"2 - Auto, Restaurant, Retail",35.07406862,-85.17397761,0.791825821
LE MODERN NAILS,1/15/96,"3 - Service, Misc",35.07406862,-85.17397761,0.356913675
KAMBOI #2,3/2/10,"1 - Gas, Grocery, Building Materials",35.07407805,-85.18964111,0.751107716
DIVERSIFIED SERVICES GROUP,1/2/06,"3 - Service, Misc",35.0741039,-85.2300015,0.634988541
